Income,Age,Risk_Appetite,Net_Worth,Investment_Horizon,Stock_Allocation,Bond_Allocation,FD_Allocation,ETF_Allocation,Cash_Allocation,Other_Allocation,Expected_Return,Portfolio_Volatility
30358.33,35,Medium,208752.31,30,35.53,16.91,11.03,16.43,14.67,5.43,7.49,10.75
50793.4,29,Low,134325.88,30,6.54,37.32,11.45,8.66,26.85,9.19,4.39,8.05
39066.59,44,Low,396392.11,22,24.32,29.19,17.54,5.86,20.8,2.29,5.07,8.72
38517.36,34,Low,161043.82,30,24.32,28.64,21.5,6.2,15.27,4.06,5.04,10.33
69195.54,44,Low,459642.55,23,20.22,33.46,24.57,6.26,10.88,4.6,3.87,8.86
184005.64,18,Low,1753285.74,30,6.53,25.37,26.83,10.71,26.57,4,4.24,6.22
86411.37,44,Low,784360.56,17,19.17,21.99,28.64,6.57,22.48,1.15,5.67,7.7
31548.3,48,Medium,306979.91,22,39.94,12.82,15.24,13.22,6.36,12.42,7.38,13.17
500000,47,High,3468782.56,18,67.79,6.75,3.14,11.27,8.28,2.76,9.63,17.76
63892.57,37,Low,387782.23,25,22.95,23.58,19.36,7.67,20,6.45,5.28,11.4
37809.78,50,Low,260536.16,14,23.55,22.44,24.05,8.15,18.46,3.36,5.39,9.89
185679.42,24,Medium,524540.63,30,35.46,18.02,15.44,16.54,12.8,1.75,7.04,9.57
41226.78,38,Low,141820.89,28,9.7,39.09,10.97,6.92,30.36,2.96,3.92,8.1
226937.69,37,High,2022139.29,30,71.46,1.41,1.47,12.8,0.12,12.74,10.51,18.16
29899.16,52,Medium,209545.14,15,45.28,21.29,8.98,9.89,12.21,2.36,7.81,16.53
188362.61,18,High,476122.04,30,57.94,2.79,1.66,17.51,8.05,12.05,9.54,17.2
70469.69,27,Low,541741.22,30,18.58,26.17,16.08,5.77,24.36,9.04,5.75,8.4
168542.23,60,Medium,1318406.95,4,41.9,16.06,9.53,13.96,9.03,9.53,7.22,11.58
274721.3,18,High,1067304.29,30,62.88,1.27,3.27,12.91,3.98,15.68,9.62,17.75
24246.17,49,Low,177159.36,18,20.35,30.88,15.22,5.96,25.08,2.52,4.99,8.75
166494.46,31,High,1127764.35,30,74.86,2.78,0.88,11.61,8.24,1.62,9.4,16.09
20000,43,Low,178405.08,20,15.65,32.77,21.35,5.47,23.78,0.96,5.06,8.55
25961.04,56,Low,214074.82,9,20.29,32.34,11.44,7.12,21.94,6.87,5.65,10.18
31551.37,43,Medium,198029.92,21,44.87,17.65,6.93,17.06,5.81,7.68,8.95,16.31
89770.27,57,Medium,285964.51,8,37.75,18.87,13.51,14.91,11.95,3.02,7.84,14.4
61605.88,34,Low,168194.17,30,16.48,33.9,24.59,6.91,13.45,4.67,5.17,9.02
52490.68,35,Medium,332951.71,30,41.78,10.36,15.3,13.77,7.88,10.92,7.5,12.62
67446.37,49,Medium,293394.71,11,43.8,24.49,5.22,11.54,10.57,4.38,7.65,14.52
96291.13,34,Low,949527.5,29,13.98,28.75,22.28,9.2,25.41,0.38,4.7,8.18
102405.77,47,Low,776470.72,18,10.55,26.75,18.63,10.9,29.64,3.53,4.17,6.58
143980.52,54,High,1016375.16,8,70.16,5.97,0.51,11.69,0.89,10.78,10.76,18.57
257333.37,50,Low,1401621.62,16,9.29,41.02,12.5,9.48,16.56,11.14,5.5,9.99
58983.32,21,Medium,294458.58,30,33.33,22.69,11.44,13.35,6.57,12.62,7.44,13.01
39546.35,35,Low,170978.69,26,18.41,29.98,19.17,9.41,12.64,10.39,4.98,10.41
98020.19,43,High,286202.27,16,67.91,4.58,1.5,15.54,0.25,10.22,10.05,18.61
24021.29,37,Medium,206974.23,30,43.68,18.84,10.56,13.99,12.67,0.27,7.74,12.93
34861.44,40,Medium,327035.25,30,45.09,18.86,6.12,11.18,6.44,12.32,8.95,12.95
133466.34,43,Low,1225792.24,23,28.23,31.44,15.12,6.43,14.76,4.02,5.71,9.91
54328.11,33,Medium,456458.46,30,37.76,24.56,5.34,13.74,7.14,11.46,7.43,14.79
22823.5,37,Low,246419.44,26,18.12,33.13,16.53,6.67,17.97,7.59,5.6,9.85
20000,25,Medium,222249.04,30,37.52,26.28,8.12,17.97,6.56,3.55,7.97,14.04
62384.57,34,Low,638715.04,30,20.64,28.31,16.4,10.62,14.25,9.77,5.63,10.37
149584.55,21,Low,1028877.11,30,7.43,38.99,20.51,9.42,13.69,9.96,4.02,7.84
147995.4,41,Low,602435.35,18,23.88,25.6,11.89,6.09,25.84,6.7,5.43,9.36
65565.46,37,Medium,223916.85,28,38.99,15.95,18.51,13.36,7.56,5.62,6.28,14.45
299307.69,29,High,3007530.51,30,67.38,0.78,2.79,11.62,5.05,12.39,9.92,16.95
55173.8,61,Low,307468.1,6,16.1,27.01,19.74,10.78,17.5,8.87,4.22,9.39
53704.16,37,Low,159003.42,24,12.79,22.32,27.06,5.72,28.08,4.04,4.35,9.75
20000,43,Medium,145567.38,23,40.43,18.62,8.27,12.52,14.08,6.09,7.12,12.29
41948.98,32,Low,366954.16,30,20.91,27.46,11.69,5.58,28.6,5.75,5.01,8.84
118623.73,35,Medium,1117607.64,28,42.55,11.99,6.82,17.07,14.65,6.93,7.76,12.18
209665.55,43,Medium,1263360.58,24,37.07,27.2,9.2,11.18,13.95,1.39,8.36,12.95
30881.49,36,Medium,170403.37,26,37.5,15.93,9.58,17.01,12.33,7.65,6.7,11.78
86846.87,40,Low,754509.47,20,15.92,30.81,24.03,4.24,23.12,1.88,5.21,10.33
138635.44,49,High,884992.09,16,67.55,4.34,3.45,10.43,5.79,8.44,9.3,15.59
60540.41,33,Low,195746.96,30,11.69,37.44,15.4,10.91,20.06,4.5,4.55,9.14
20000,24,Medium,206039.95,30,45.65,15.68,6.46,10.26,13.77,8.18,7.61,13.6
73125.46,21,Medium,550900.44,30,41.06,18.27,10.49,11.1,6.47,12.61,7.44,13.98
110331.45,57,Medium,310155.19,8,30.42,29.34,10.79,11.84,9.06,8.55,6.74,14.6
28117.9,51,Low,109273.04,14,21,34.08,20.48,8.58,14.08,1.78,5.9,9.82
48960.85,47,Medium,179281.07,19,32.71,16.79,11.91,16.84,11.41,10.34,6.53,11.54
23806.24,34,Low,238153.82,25,17.9,35.19,15.61,4.8,22.93,3.56,4.51,8.58
20000,24,Medium,141009.23,30,32.37,22.53,10.7,12.06,10.76,11.57,6.7,12.92
136448.61,36,High,674908.3,29,60.18,6.46,1.79,14.94,2.55,14.09,9.66,16.56
59820.34,38,Low,276943.21,30,15.5,29.14,15.87,5.47,25.43,8.58,4.95,9.6
215397.37,26,Medium,1330201.76,30,40.46,10.41,10.12,16.27,8.63,14.11,8.84,16.12
119128.45,22,Medium,339396.52,30,47.54,16.03,6.75,10.09,8.4,11.2,8.68,14.33
45194.56,19,Low,332534.72,30,12.48,34.52,13.3,9.74,29.22,0.73,4.84,9.7
56137.28,47,High,330168.72,16,68.6,1.04,0.32,9.88,6.72,13.45,9.02,17.51
94375.97,25,Medium,861880.82,30,46.41,17.52,6.76,14.9,5.04,9.37,8.29,14.87
130041.2,43,Medium,1087934.96,21,45.77,19.9,12.73,11.02,8.05,2.52,8.51,14.7
77670.93,35,Medium,201754.01,24,36.54,16.61,10.3,15.74,11.35,9.46,8.11,12.2
145302.69,47,Medium,531146.31,17,37.48,22.3,10.93,8.02,11.17,10.1,6.82,13.18
47323.62,44,Low,318111.48,20,13.42,35.5,15.91,5.25,27.33,2.59,3.87,11.08
27021.42,37,Low,233430.62,26,15.22,28.08,30.21,8.75,10.73,7,4.92,7.25
56968.42,41,Low,480853.64,21,10.44,35.14,23.08,5.4,17.22,8.72,5.33,10.25
70703.32,38,Low,641095.48,27,12.85,32.97,23.15,8.13,22.15,0.75,4.54,7.33
22945.37,32,Medium,86925.46,30,35.7,25.35,13.17,12.25,12.41,1.13,6.88,12.27
20593.32,51,Low,95231.69,14,20.27,30.55,17.99,6.57,16.91,7.71,4.78,10.02
85820.13,34,Medium,617924.1,30,34.02,27.32,14.39,10.85,12.55,0.87,6.68,10.47
43347.94,38,Low,375707.1,26,15.29,29.4,15.47,9.01,18.73,12.1,5.94,9.06
52545.1,23,High,458786.41,30,72.08,3.14,0.03,17.11,1.06,6.57,10.9,17.06
44996.76,43,Low,189047.09,24,20.42,33.43,18.96,8.53,10.68,7.98,5.54,10.06
202517.29,32,Medium,2006520.96,30,39.92,22.46,6.18,15.66,14.78,1,6.05,13.68
164638.72,34,Medium,665460.73,30,39.13,22.71,11.36,12.54,11.2,3.06,7.3,13.35
22297.21,29,Low,118247.78,30,26.65,26.35,14.33,11.43,15.52,5.72,6.21,11.61
39177.79,38,Low,164713.21,20,5.21,28.43,26.16,7.3,25.97,6.93,3.36,7.44
118433.07,18,Medium,295841.56,30,32.27,27.64,5.83,13.57,10.15,10.54,7.43,14.64
97114.78,48,Low,871318.98,17,8.48,29.62,18.9,9.83,30.27,2.91,4.33,7.47
58042.66,39,Medium,157705.84,25,37.5,12.98,14.06,18.33,10.99,6.14,7.05,12.94
24149.52,34,Low,171899.51,30,17.3,30.71,22.95,5.04,19.76,4.24,4.18,8.44
34754.62,21,Medium,116079.52,30,39.95,20.64,8.84,14.65,7.89,8.02,8.37,13.53
39683.3,45,Low,138587.62,15,5.75,33.12,21.86,6.06,24.56,8.64,4.32,6.44
74883.98,32,Medium,741694.64,29,36.67,24.98,8.81,13.34,11.72,4.48,6.68,10.24
234469.68,55,Low,2072189.24,6,20.5,29.72,21.84,8.42,15.13,4.39,4.9,11.11
34634.16,45,Medium,223677.96,22,40.97,22.69,10.62,14.11,7.69,3.93,7.58,13.29
26404.02,58,Low,207677.8,12,18.95,34.02,11.3,5.87,23.69,6.17,5.36,10.34
55007.82,41,Medium,533039.49,22,43.01,16.55,7.95,17.3,7.68,7.5,7.66,14.08
136966.41,52,High,1199052,20,64.42,7.4,4.9,16.83,0.84,5.61,9.87,17.94
20000,45,Low,195658.4,14,17.55,34.35,26.06,9.47,11.91,0.66,5.75,10.19
191953.26,34,Low,1241870.28,29,14.55,35.45,14.17,5.5,28.87,1.46,4.75,8.14
52285.52,42,High,400813.54,23,62.16,1.96,3.76,20.05,10.08,1.99,9.52,17.77
33344.36,29,Low,200618.97,28,19.39,32.82,23.37,7.66,12.59,4.18,5.39,10.24
20000,64,Medium,188495.52,5,34.53,22.23,13.48,14.76,10.15,4.84,6.6,14.12
105589.74,38,Medium,705071.86,24,47.32,13.08,13.07,12.25,8.57,5.7,7.81,14.18
52321.51,40,Low,506640.75,25,19.35,35.68,21.77,7.06,10.63,5.51,5.82,8.8
68779.72,44,Medium,301871.16,22,35,22.39,8.44,19.69,8.84,5.66,6.43,14.33
29186.18,26,Low,141955.89,30,19.85,31.71,19.53,6.33,22,0.58,5.55,7.98
46482.12,55,Medium,226402.85,17,31.53,24.51,5.77,16.2,8.08,13.91,7.25,12.69
40653.28,27,Low,296667.13,30,16.64,23.12,29.57,7.11,23.43,0.12,4.18,10.59
55360.71,24,Low,442596.79,30,6.02,25.45,18,6.97,32.93,10.63,3.33,8.94
35117.61,38,Low,175240.33,23,15.32,42.54,12.9,10.94,17.9,0.4,5.15,11.58
20000,24,Medium,172313.85,30,34.21,24.53,7.15,14.68,9.88,9.55,7.19,13.5
500000,58,High,3570364.5,2,63.45,7.34,1.55,16.02,5.13,6.51,9.72,16.68
20158.4,37,Low,129096.19,28,23.34,27.13,16.2,9.53,21.93,1.87,5.52,9.3
69373.97,18,Low,284295.52,30,9.44,33.3,17.28,7.39,30.5,2.09,4.68,6.18
20000,42,Low,223088.95,26,11.31,36.8,19.16,6.81,19.27,6.66,4.64,9.88
20000,46,Medium,177147.02,17,33.14,25.01,13,13.24,5.78,9.84,7.46,13.49
64884.3,34,Medium,529144.7,30,35.35,20.9,13.25,10.47,11.66,8.37,7.48,12.4
68981.52,23,Medium,671613.26,30,45.02,13.07,8.59,12.17,13.32,7.84,7.8,13.13
164604.19,38,Medium,637682.77,30,36.75,22.89,6.92,18.7,7.2,7.54,7.45,13.05
82597.72,34,High,430835.29,30,51.85,7.22,1.67,16.25,8,15.01,10.24,14.73
53223.28,28,Medium,319429.44,30,41.47,22.24,9.32,13.13,9.6,4.25,8.18,12.58
28068.96,27,Low,135434.78,30,17.09,33.09,11.11,10.56,23.52,4.63,4.91,12.81
199049.64,41,Low,1777382.49,26,20.22,24.78,21.7,5.57,25.18,2.56,5.24,7.94
126144.18,50,Low,386454.9,10,13.97,39.98,11.48,10.33,19.92,4.32,4.99,7.67
22137.68,45,Medium,131630.83,18,34.54,21.41,8.39,15,6.18,14.48,7.67,13.19
61850.21,19,High,237224.44,30,62.14,2.78,0.15,17.91,1.72,15.3,10.13,16.91
67328.68,47,Medium,695182.25,14,37.55,19.21,12.93,17.33,7.85,5.12,6.35,13.19
45504.97,49,Low,368391.83,16,12.61,36.74,16.9,8.08,13.49,12.18,4.29,10.4
111255.01,56,Medium,915970.26,6,31.99,25.12,11.4,12.65,12.96,5.88,6.83,14.15
116714.53,28,Low,362663.61,30,16.2,22.1,15.01,6.76,29.82,10.11,5.05,9.79
51519.27,39,Medium,222000.81,22,38.22,11.08,11.24,17.08,11.53,10.85,7.29,16.16
47925.57,46,Medium,452366.07,20,42.48,13.53,10.94,11.57,8.19,13.28,7.45,13.71
199041.1,33,Low,1335096.39,30,20.97,33.32,24.6,6.49,9.29,5.33,5.01,11.76
126547.24,46,Low,344774.51,18,13.12,31.23,13.27,8.13,26.38,7.86,3.57,7.68
63575.8,39,Low,453854.85,22,9.41,37.99,21.78,9.3,14.39,7.13,5.03,11.16
20000,29,Low,145061.67,30,10.42,37.53,13.33,6.54,28.59,3.59,4.21,9.98
79007.65,30,Medium,285159.11,30,39.32,21.7,5.67,18.31,4.96,10.04,8.19,13.46
104879.42,54,Medium,761257.18,12,43.22,23.48,5.9,13.9,12.54,0.95,8.43,13.89
20000,28,Low,95810.82,30,12.71,23.63,26.87,9.21,22.12,5.47,4.24,6.93
73393.85,25,Medium,648231.26,30,47.7,19.86,6.41,13.09,7.13,5.81,8.09,13.37
42991.01,44,Medium,342697.85,21,48.3,14.84,7.61,15.79,8.95,4.51,7.85,15.33
50282.7,39,High,490060.67,24,59.95,5.09,3.49,13.79,7.93,9.76,8.44,16.04
29033.19,24,Low,180701.73,30,7.76,40.08,13.48,10.24,23.36,5.09,4.23,7.56
53292.37,33,Low,357836.55,30,18.48,34.4,21.44,6.89,18.14,0.66,5.7,9.3
182716.87,30,Low,1507206.67,30,10.63,22.59,19.44,8.2,31.6,7.53,3.75,6.89
41981.36,32,Low,299430.07,27,17.59,21.65,23.81,8.81,25.34,2.8,5.06,8.21
129905,70,Low,924238.84,1,18.12,19.94,28.98,8.66,23.01,1.29,4.37,9.36
31477.71,36,Medium,238298.16,30,41.62,16.48,7.3,13.12,10.58,10.9,7.34,14.1
110095.65,29,Medium,681924.88,30,42.5,20.62,12.15,11.19,6.72,6.82,7.86,12.53
60079.53,64,Medium,571406.26,1,36.69,25.21,5.94,9.47,10.12,12.57,8.1,13.19
79516.49,50,Medium,517691.6,12,37.14,20.3,11.18,13.31,7.21,10.85,8.11,15.16
60344.34,48,High,603551.5,21,65.17,6.23,2.94,11,0.65,14,9.89,18.31
100247.76,30,High,878991.6,30,60.02,6.4,3.91,13.5,8.49,7.68,8.8,16.36
20000,54,Low,204790.41,6,16.3,26.23,16.7,7.71,24.37,8.69,5.02,9.27
20000,49,Medium,232785.36,16,39.83,23.66,5.67,13.94,10.09,6.81,6.74,13.66
83764.47,41,Low,568443.65,27,9.42,35.4,20.64,6.63,27.59,0.31,4.41,8.03
20000,19,Medium,190494.55,30,37.84,15.28,11.41,13.22,9.76,12.5,7.33,14.6
39247.21,39,Medium,193421.44,24,40.77,18.35,9.27,19.8,6.73,5.08,8.64,14.23
57447.52,60,Low,208433.2,2,20.21,30.53,25.72,8.44,12.43,2.67,5.79,9.76
30933.27,42,Medium,273381.05,23,47.15,17.2,8.71,16.35,10.41,0.17,8.05,14.8
34504.7,35,Low,187265.17,30,17.72,27.76,20.79,4.91,20.48,8.34,5.52,11.23
74560.46,37,Medium,564652.24,25,34.83,23.73,9.74,12.02,12.74,6.93,6.27,12.5
134529.1,38,Medium,390352.53,20,41.48,24.75,14.43,10.18,6.2,2.96,6.67,12.54
27870.95,30,Medium,298820.42,30,49.5,13.92,6.95,11.62,8.75,9.26,8.8,14.37
37875.26,39,Medium,270831.31,27,45.38,13.08,7.82,17.77,15.43,0.52,7.68,14.57
33426.06,57,Low,126399.52,10,25.95,34.27,18.27,6.17,14.24,1.09,5.44,9.44
20000,55,Low,171172.3,6,6.31,27.41,26.49,11.43,24.3,4.07,4.64,8.22
67202.74,30,Low,588976.7,30,12.85,31.58,25.36,9.52,17.01,3.67,5.58,9.14
126737.59,55,Medium,1185721.46,8,45.81,10.75,13.1,14.18,9.03,7.13,7.62,12.7
135322.27,49,Low,818996.09,18,19.07,34.95,22.75,5.92,12.54,4.76,5.24,8.96
29896.2,47,Low,136912.59,17,18.82,38.01,15.53,6.79,18.68,2.17,5.66,9.19
22042.8,45,Low,248881.8,22,21.19,30.01,17.44,5.75,18.08,7.52,5.23,10.07
61046.08,28,Medium,629265.02,30,40.79,21.26,7.59,12.03,5.03,13.29,7.45,15.29
116485.12,35,Low,326859.43,30,12.86,28.26,24.59,7.37,18.97,7.96,4.03,7.93
67912.83,49,Medium,227240.1,14,42.96,27.02,10.97,11.72,7.19,0.14,7.37,12.74
75625.1,25,Low,518435.33,30,6.94,28.15,23.57,10.63,28.99,1.72,4.08,8.83
149576.7,27,Medium,965025.94,30,38.96,12.87,8.03,19.25,16.41,4.48,6.52,12.35
33216.12,43,Low,265854.83,23,9.17,33.54,19.54,8.08,29.36,0.31,3.67,7.97
50318.28,30,Medium,258289.06,30,42.68,25.41,11.33,9.94,7.27,3.37,7.98,14.87
221856.1,49,Medium,582063.54,19,38.27,24.02,10.91,11.52,7.29,7.99,7.14,14.72
51259.23,30,Medium,370505.27,30,37.56,23.96,9.8,12.3,11.5,4.87,7.82,10.58
21768.74,42,Low,111911.71,22,5,34.12,23.46,5.73,25.02,6.67,3.91,8.16
35123.12,43,Low,209134.93,20,16.5,39.28,18.93,10.81,13.32,1.17,6.53,8.52
28326.58,34,Low,222643.52,24,13.64,40.79,18.09,5.81,14.06,7.61,4.61,10.08
79843.99,37,Medium,329859.18,26,40.91,18.08,14.55,15.73,9.63,1.11,8.37,12.77
29299.98,31,Low,216753.16,29,11.45,35.16,22.73,8.18,22.22,0.26,4.53,7.07
74527.78,39,Low,614186.44,28,12.78,33.18,18.02,9.58,17.54,8.89,4.79,8.72
33297.84,28,Low,112118.43,30,12.08,34.3,12.95,8.86,27.27,4.54,4.75,8.83
20000,37,Low,176115.57,24,15.66,22.22,24.41,7.75,22.11,7.85,4.54,8.64
76679.96,48,Low,513867.14,18,15.81,30.66,16.5,9.38,25.36,2.29,5,8.32
67566.72,26,Low,213804.87,30,21.01,29.18,10.8,8.6,21.76,8.64,5.68,9.95
90790.15,34,Low,728613.88,27,9.21,35.18,27.83,6.28,18.01,3.49,5.08,7.81
35021.24,46,Medium,203144.44,23,39.6,17.28,9.41,13.24,9.99,10.48,8.14,14.08
32159.53,18,Low,129219.74,30,13.6,28.75,24.87,7.41,18.14,7.23,5.67,7.8
82724.69,62,Low,414377.63,4,20.8,24.61,14.7,11,22.09,6.8,5.4,8.5
202261.26,52,Low,1340323.75,12,12.37,24.05,27.41,8.14,18.99,9.04,5.23,8.83
60538.47,21,High,423002.67,30,71.35,10.58,0.43,11.84,3.69,2.1,9.74,15.95
84268.88,18,Medium,300908.5,30,33.43,16.07,13.3,13.74,13.89,9.57,6.95,11.69
46389.56,40,Low,480380.43,21,21.66,24.29,15.01,6.46,22.5,10.08,6.01,9.14
20000,26,Medium,118630.98,30,41.39,24.72,7.84,13.23,10.86,1.96,7.34,13.22
130098.01,51,Medium,590428.66,10,39.44,24.33,8.37,15.44,8.8,3.64,7.99,12.91
124098.54,44,High,477573.32,17,74.8,7.88,3.73,11.32,1.09,1.17,10.4,16.75
105949.63,41,Low,355057.74,28,8.47,29.52,31.14,11.58,15.87,3.42,4.52,8.3
51872.47,33,Medium,544289.06,30,41.97,24.83,9.65,12.74,6.4,4.42,7.77,12.3
96736.37,59,Low,774635.51,6,18.22,32.61,17.12,7.65,19.28,5.11,4.99,10.23
122652.36,49,Medium,1066554.12,17,40.08,22.61,5.8,14.13,15.52,1.87,7.24,14.1
219306.77,47,Low,1190004.04,14,7.49,36.3,18.42,8.46,27.82,1.52,3.41,8.3
132312.35,54,Medium,757489.84,16,35.66,16.26,12.87,18.97,12.07,4.17,7.48,12.35
63142.97,27,Low,651808.15,30,11,45.61,15.44,8.37,18.81,0.77,5.16,9.78
21067.72,55,Low,130960.12,4,17.11,26.63,22.23,5.53,23.15,5.36,4.13,9.89
67956.73,36,Low,349651.56,27,7.76,25.84,25.2,9.35,28.34,3.51,4.9,7.49
73670.8,44,High,306363.24,23,59.01,6.66,2.8,17.71,2.98,10.83,9.87,17.72
105801.89,38,Low,488821.02,26,19.35,29.08,12.97,5.21,29.02,4.38,4.72,8.59
177231.72,18,Medium,1313314.63,30,36.7,12.21,11.3,14.66,13.37,11.76,6.93,12.93
55602.28,51,Medium,299616.4,15,41.3,21.31,10.64,13.57,5.71,7.48,8.44,12.98
322187.71,18,Medium,2919037.51,30,42.47,17.58,5.16,16.39,9.84,8.56,7.63,15.34
20000,28,Medium,75784.09,30,37.54,23.8,12.09,16.24,10.24,0.08,8.14,11.48
83916.15,34,High,439966.99,25,64.63,4.13,0.64,12.38,6.6,11.61,9.94,15.67
31675.02,18,Low,299453.3,30,16.82,29.52,19.84,7.62,24.26,1.94,4.97,8.45
20000,26,Low,165420.54,30,6.26,25.54,25.44,7.66,23.97,11.13,4.28,9.89
51056.1,42,Medium,459010.11,30,29.36,17.92,14.53,15.96,11.28,10.95,6.44,12.68
20000,35,Low,126783.36,30,22.15,34.24,14.57,5.06,16.05,7.92,5.6,9.09
52730.93,36,Medium,297252.17,29,39.59,17.34,5.27,15.03,11.4,11.37,8.33,14.41
61692.35,29,Medium,590760.11,30,37.02,14.19,11.73,14.88,12.1,10.08,6.76,12.84
146815.65,40,Low,1214029.74,26,23.17,27.05,20.89,9.93,13.73,5.21,6.36,11.15
20000,36,Low,137481.7,30,15.55,36.75,13.14,5.78,24.38,4.4,5.06,9.31
124101.61,20,Medium,482013.67,30,44.91,18.94,9.19,19.3,6.72,0.93,7.75,15.8
64897.49,37,High,221978.6,28,61.82,8.04,0.07,15.21,6.34,8.52,9.82,17
136650.13,25,Medium,1240451.52,30,33.95,28.16,6.7,15.48,13.88,1.83,7.05,12.63
42476.19,50,Low,372019.84,10,22.91,32.88,11.26,9.59,18.79,4.57,5.69,10.55
20667.22,35,Medium,176751.03,24,43.12,14.05,9.51,23.09,6.95,3.28,9.03,14.05
22654.2,70,Low,256052.18,1,11.33,24.39,23.42,11.2,18.84,10.82,4.95,9.36
21346.73,51,Medium,249949.72,12,30.86,26.62,10.55,12.23,8.7,11.04,6.92,13.27
87934.82,38,Low,749631.37,28,20.81,24.82,21.75,6.08,20.18,6.35,5.64,10.39
195562.92,46,Medium,1095248.8,19,50.16,14.28,13.52,13.23,7.31,1.5,9.17,14.58
38182.73,18,Low,148270.38,30,12.6,38.1,18.23,10.53,18.38,2.15,4.96,8.58
99251.08,51,High,816284.73,14,66.65,9.89,0.67,17.79,1.1,3.9,9.77,18.01
20000,30,Low,109475.41,30,15.97,19.91,28.74,8.03,25.12,2.23,4.25,9.13
69310.86,41,Medium,613570.54,23,37.81,20.39,12.59,14.27,5.01,9.93,7.91,14.34
102431.54,31,Medium,513436.64,30,42.62,15.76,9.7,16.21,6.82,8.9,7.95,14.18
20000,32,Low,97083.51,30,14.75,33.87,10.07,8.98,28.54,3.8,4.21,8.02
50970.03,37,Medium,242775,26,31.85,21.65,11.3,18.01,6.15,11.04,6.51,14.07
106386.46,40,Medium,479706.48,30,43.14,22.48,5.7,18.92,8.41,1.34,8.15,14.04
20000,39,Medium,139608.2,22,47.93,13.12,11.78,14.46,10.67,2.04,7.53,15.3
174636.56,39,Medium,747731.62,23,44.3,21.71,4.87,12.92,5.63,10.56,8.72,15.98
79621.81,20,High,322917.99,30,53.08,7.87,3.92,15.2,6.47,13.47,8.85,15.52
106455.46,67,Low,613541.38,1,7.66,26.67,28.52,10.37,25.64,1.15,3.59,7.04
43127.86,42,Low,427770.13,19,14.07,26.74,27.3,8.38,22.13,1.37,4.31,8.52
20000,45,Medium,96272.94,20,30.91,24.78,11.95,11.76,10.54,10.07,7.64,10.29
91982.19,35,High,436955,26,62.94,3.94,1.33,14.46,7.36,9.96,9.49,16.2
56163.79,29,Medium,393978.57,30,40.32,19.8,8.18,14.91,7.77,9.01,7,14.34
61561.52,41,Medium,594797.69,23,31.93,28.51,7.51,10.97,5.57,15.52,7.7,14.46
143226.91,43,Medium,655016.4,27,34.55,27.31,12.34,14.97,8.52,2.32,7.01,12.11
110387.36,55,Low,583748.78,9,20.59,25.24,22.88,8.72,15.63,6.95,5.67,10.07
279034.24,64,Low,2403313.02,1,21.61,28.96,25.37,4.67,14.02,5.38,5.29,9.8
67858.72,57,Medium,394946.04,4,36.72,19.93,11,11.92,10.47,9.96,7.01,12.67
34514.33,18,Low,322155.13,30,22.52,34.71,14.02,8.19,17.54,3.02,4.96,11.24
51604.61,34,Medium,325161.86,24,39.13,13.24,11.03,17.23,14.25,5.12,7.37,12.9
83669.56,44,Low,592267.62,18,11.77,30.99,19.47,5.38,23.37,9.02,4.88,8.63
135237.13,35,Medium,912289.74,30,36.57,20.73,10.9,9.66,10.37,11.78,6.67,15.03
20000,39,Low,98088.99,24,8.73,28.84,24.59,7.06,27.25,3.53,3.55,7.77
60411.21,18,High,310362.48,30,65.15,3.49,0.62,15.06,3.47,12.21,9.85,16.55
217451.95,50,Medium,905169.65,15,38.2,13.87,14.63,14.89,14.62,3.79,7.37,11.11
49510.14,18,Medium,387552.09,30,33.81,23.45,11.47,8.64,10.26,12.37,6.97,14.09
126362.41,21,Medium,1217547.73,30,40.94,16.06,12.13,11.47,9.05,10.35,6.99,12.18
89018,27,Low,356309.38,30,13.21,38.18,13.51,10.06,16.01,9.03,4.96,9.77
128899.5,38,Low,389906.6,26,21.76,25.04,11.64,7.7,27.18,6.68,4.92,10.14
31391.47,20,Medium,210003.95,30,47.97,13.64,10.59,12.82,7.73,7.25,9.02,12.89
31501.12,27,Low,188496.64,30,20.24,26.19,24.59,5.85,17.58,5.55,4.74,9.4
60980.98,53,Medium,192386.78,5,38.39,18.48,10.82,21,7.83,3.49,7.3,13.98
20000,38,Low,225459.46,23,14.79,42.86,22.84,6.43,12.1,0.98,4.99,10.43
48354.15,45,Low,505389.8,19,12.8,31.41,21.71,4.72,22.59,6.77,4.81,7.25
73453.01,25,Medium,671629.1,30,30.4,24.14,9.37,17.1,6.76,12.24,6.39,12.65
250148.08,39,High,1100667.68,25,73.1,3.96,1.88,10.06,5.94,5.05,9.56,16.71
82807.54,38,Low,284718.73,19,26.92,29.65,17.3,6.75,15.18,4.19,5.68,8.66
98941.36,30,Low,696860.34,30,9.63,38.42,10.85,7.48,25.37,8.24,4.13,9.93
152311.12,39,Medium,686643.42,25,31.93,27.56,11.01,13.78,10.65,5.07,6.88,12.12
27732.87,18,Medium,118219.47,30,34.99,11.83,9.07,14.67,15.83,13.61,7.58,12.75
52576.98,45,Low,419896.93,20,8.24,33.87,27.92,6.73,20.35,2.89,3.81,5.88
417662.89,35,High,3377567.45,30,57.81,6.33,0.02,17.11,6.37,12.35,9.46,14.69
56319.84,36,Medium,386211.43,25,39.11,13.11,12.63,14.75,9.64,10.76,7.61,13.68
